"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Mar 11 22:14:54 GMT 2023","Sat Mar 11 22:14:56 GMT 2023","1546","src.test.testcases","test_parabank_login","","","","test_web_login",""
"passed","Sat Mar 11 22:14:57 GMT 2023","Sat Mar 11 22:14:59 GMT 2023","1593","src.test.testcases","test_parabank_registration","","","","test_web_registration",""
"passed","Sat Mar 11 22:14:54 GMT 2023","Sat Mar 11 22:14:56 GMT 2023","1536","src.test.testcases","test_parabank_login","","","","test_web_login_again",""
