"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Mar 12 15:13:48 GMT 2023","Sun Mar 12 15:13:55 GMT 2023","6494","src.test.testcases","test_parabank_registration","","","","test_web_registration",""
"failed","Sun Mar 12 15:13:40 GMT 2023","Sun Mar 12 15:13:47 GMT 2023","7285","src.test.testcases","test_parabank_login","","","","test_web_login",""
"failed","Sun Mar 12 15:13:40 GMT 2023","Sun Mar 12 15:13:47 GMT 2023","7147","src.test.testcases","test_parabank_login","","","","test_web_login_again",""
