"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Mar 11 18:03:34 GMT 2023","Sat Mar 11 18:03:36 GMT 2023","1352","src.test.testcases","test_parabank_registration","","","","test_web_registration",""
"passed","Sat Mar 11 18:03:32 GMT 2023","Sat Mar 11 18:03:33 GMT 2023","1350","src.test.testcases","test_parabank_login","","","","test_web_login_again",""
"passed","Sat Mar 11 18:03:32 GMT 2023","Sat Mar 11 18:03:33 GMT 2023","1330","src.test.testcases","test_parabank_login","","","","test_web_login",""
