"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Mar 11 20:02:56 GMT 2023","Sat Mar 11 20:02:58 GMT 2023","1880","src.test.testcases","test_parabank_login","","","","test_web_login_again",""
"passed","Sat Mar 11 20:02:58 GMT 2023","Sat Mar 11 20:03:00 GMT 2023","1621","src.test.testcases","test_parabank_registration","","","","test_web_registration",""
"passed","Sat Mar 11 20:02:56 GMT 2023","Sat Mar 11 20:02:58 GMT 2023","1821","src.test.testcases","test_parabank_login","","","","test_web_login",""
