"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 05 17:04:01 GMT 2024","Fri Jul 05 17:06:01 GMT 2024","119819","src.test.testcases.youtube","test_youtube_hits","","","","test_web_login[Quail]",""
"passed","Fri Jul 05 16:53:54 GMT 2024","Fri Jul 05 16:53:54 GMT 2024","732","","test_catapi_images","","","","test_DELETE_remove_favorite[deletefavoutite]",""
"passed","Fri Jul 05 17:00:02 GMT 2024","Fri Jul 05 17:02:01 GMT 2024","119389","src.test.testcases.youtube","test_youtube_hits","","","","test_web_login[ordinary_review]",""
"passed","Fri Jul 05 17:00:01 GMT 2024","Fri Jul 05 17:02:01 GMT 2024","119479","src.test.testcases.youtube","test_youtube_hits","","","","test_web_login[RedRiverValley]",""
"passed","Fri Jul 05 16:57:58 GMT 2024","Fri Jul 05 16:58:01 GMT 2024","3494","src.test.testcases.youtube","test_youtube_hits","","","","test_web_login[gulmoharreview]",""
"passed","Fri Jul 05 16:57:58 GMT 2024","Fri Jul 05 16:58:01 GMT 2024","3391","src.test.testcases.youtube","test_youtube_hits","","","","test_web_login[CHAKA]",""
"passed","Fri Jul 05 17:01:58 GMT 2024","Fri Jul 05 17:02:00 GMT 2024","2302","src.test.testcases.youtube","test_youtube_hits","","","","test_web_login[AamShol]",""
"passed","Fri Jul 05 16:53:53 GMT 2024","Fri Jul 05 16:53:54 GMT 2024","398","","test_catapi_images","","","","test_POST_set_favorite[postfavoutite]",""
"passed","Fri Jul 05 16:53:53 GMT 2024","Fri Jul 05 16:53:53 GMT 2024","244","","test_catapi_images","","","","test_GET_cat_image_by_id[getcatimagebyid]",""
"passed","Fri Jul 05 16:53:52 GMT 2024","Fri Jul 05 16:53:53 GMT 2024","462","","test_catapi_images","","","","test_GET_random_cat_image[getrandomcatimage]",""
