"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Mar 11 20:30:08 GMT 2023","Sat Mar 11 20:30:10 GMT 2023","1420","src.test.testcases","test_parabank_registration","","","","test_web_registration",""
"passed","Sat Mar 11 20:30:05 GMT 2023","Sat Mar 11 20:30:07 GMT 2023","1937","src.test.testcases","test_parabank_login","","","","test_web_login",""
"passed","Sat Mar 11 20:30:05 GMT 2023","Sat Mar 11 20:30:07 GMT 2023","1875","src.test.testcases","test_parabank_login","","","","test_web_login_again",""
