"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 05 15:58:43 GMT 2024","Fri Jul 05 15:58:47 GMT 2024","3821","src.test.testcases.youtube","test_youtube_hits","","","","test_web_login[gulmoharreview]",""
"passed","Fri Jul 05 16:04:46 GMT 2024","Fri Jul 05 16:06:46 GMT 2024","119678","src.test.testcases.youtube","test_youtube_hits","","","","test_web_login[Quail]",""
"passed","Fri Jul 05 15:54:39 GMT 2024","Fri Jul 05 15:54:39 GMT 2024","267","","test_catapi_images","","","","test_POST_set_favorite[postfavoutite]",""
"passed","Fri Jul 05 15:58:43 GMT 2024","Fri Jul 05 15:58:47 GMT 2024","3727","src.test.testcases.youtube","test_youtube_hits","","","","test_web_login[CHAKA]",""
"passed","Fri Jul 05 16:00:48 GMT 2024","Fri Jul 05 16:02:47 GMT 2024","118961","src.test.testcases.youtube","test_youtube_hits","","","","test_web_login[ordinary_review]",""
"passed","Fri Jul 05 15:54:38 GMT 2024","Fri Jul 05 15:54:39 GMT 2024","336","","test_catapi_images","","","","test_GET_random_cat_image[getrandomcatimage]",""
"passed","Fri Jul 05 15:54:39 GMT 2024","Fri Jul 05 15:54:39 GMT 2024","230","","test_catapi_images","","","","test_GET_cat_image_by_id[getcatimagebyid]",""
"passed","Fri Jul 05 15:54:39 GMT 2024","Fri Jul 05 15:54:40 GMT 2024","565","","test_catapi_images","","","","test_DELETE_remove_favorite[deletefavoutite]",""
"passed","Fri Jul 05 16:02:44 GMT 2024","Fri Jul 05 16:02:46 GMT 2024","2110","src.test.testcases.youtube","test_youtube_hits","","","","test_web_login[AamShol]",""
"passed","Fri Jul 05 16:00:47 GMT 2024","Fri Jul 05 16:02:46 GMT 2024","119123","src.test.testcases.youtube","test_youtube_hits","","","","test_web_login[RedRiverValley]",""
